,Network,,,,,,,,,,,rACC,,,,,,,,,,hippocampus,,,,,,,,,,NAcc,,,,,,,,,,amygdala,,,,,,,,,,lDLPFC,,,,,,,,,,lTPJ,,,,,,,,,,rDLPFC,,,,,,,,,,rTPJ,,,,,,,,,,ventral striatum,,,,,,,,,,precuneus,,,,,,,,,,FPC,,,,,,,,,,caudate,,,,,,,,,
10,0.228535,0.600000,0.027273,0.662855,1.000000,2.666667,0.151515,1.666667,0.600000,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.280303,NaN,0.000000,0.428571,0.815450,4.000000,0.090909,2.333333,NaN,1.000000,0.439394,0.500000,0.090909,0.666667,2.587584,3.000000,0.363636,1.500000,0.500000,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.348485,0.000000,0.090909,0.545455,0.913593,3.000000,0.181818,1.833333,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.454545,0.500000,0.145455,0.750000,2.611101,2.000000,0.363636,1.333333,0.500000,4.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.393939,1.000000,0.000000,0.600000,2.392182,3.000000,0.272727,1.666667,1.000000,3.000000,0.250000,NaN,0.000000,0.375000,0.287909,4.000000,0.090909,2.666667,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.393939,1.000000,0.000000,0.600000,2.392182,3.000000,0.272727,1.666667,1.000000,3.000000
11,0.204545,0.750000,0.010606,0.779654,1.000000,1.636364,0.151515,1.348485,0.750000,1.666667,,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.272727,1.000000,0.000000,0.666667,2.673029,2.000000,0.181818,1.500000,1.000000,2.000000,0.227273,NaN,0.000000,0.571429,1.532134,2.000000,0.090909,1.750000,NaN,1.000000,0.272727,1.000000,0.000000,0.666667,2.673029,2.000000,0.181818,1.500000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.227273,1.000000,0.000000,0.750000,0.000000,2.000000,0.181818,1.333333,1.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.272727,0.333333,0.036364,1.000000,0.000000,1.000000,0.272727,1.000000,0.333333,3.000000,0.363636,0.166667,0.090909,1.000000,3.589673,1.000000,0.363636,1.000000,0.166667,4.000000,0.227273,1.000000,0.000000,0.750000,0.000000,2.000000,0.181818,1.333333,1.000000,2.000000,0.181818,NaN,0.000000,0.600000,0.000000,2.000000,0.090909,1.666667,NaN,1.000000,0.227273,NaN,0.000000,0.571429,1.532134,2.000000,0.090909,1.750000,NaN,1.000000
12,0.307323,0.250000,0.068182,0.464884,1.000000,3.777778,0.151515,2.250000,0.250000,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.484848,0.000000,0.181818,0.571429,1.699936,3.000000,0.272727,1.750000,0.000000,3.000000,0.530303,0.166667,0.272727,0.615385,2.369869,3.000000,0.363636,1.625000,0.166667,4.000000,0.325758,NaN,0.000000,0.380952,0.627103,4.000000,0.090909,2.625000,NaN,1.000000,0.313636,NaN,0.000000,0.347826,0.594359,5.000000,0.090909,2.875000,NaN,1.000000,0.409091,1.000000,0.000000,0.470588,1.639055,3.000000,0.181818,2.125000,1.000000,2.000000,0.462121,0.000000,0.145455,0.500000,1.611176,4.000000,0.272727,2.000000,0.000000,3.000000,0.469697,0.333333,0.090909,0.533333,2.073243,3.000000,0.272727,1.875000,0.333333,3.000000,0.401515,0.000000,0.127273,0.444444,1.011952,4.000000,0.181818,2.250000,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.290909,NaN,0.000000,0.320000,0.373307,5.000000,0.090909,3.125000,NaN,1.000000
13,0.229798,0.433333,0.019697,0.698942,1.000000,2.000000,0.151515,1.541667,0.433333,1.666667,,0.227273,NaN,0.000000,0.571429,1.532134,2.000000,0.090909,1.750000,NaN,1.000000,0.196970,NaN,0.000000,0.444444,0.000000,3.000000,0.090909,2.250000,NaN,1.000000,0.272727,1.000000,0.000000,0.666667,2.673029,2.000000,0.181818,1.500000,1.000000,2.000000,0.272727,0.000000,0.054545,0.666667,0.000000,2.000000,0.181818,1.500000,0.000000,2.000000,0.318182,0.000000,0.090909,0.800000,0.000000,2.000000,0.272727,1.250000,0.000000,3.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.212121,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.272727,1.000000,0.000000,0.666667,2.673029,2.000000,0.181818,1.500000,1.000000,2.000000,0.227273,NaN,0.000000,0.571429,1.532134,2.000000,0.090909,1.750000,NaN,1.000000,0.212121,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.363636,0.166667,0.090909,1.000000,3.589673,1.000000,0.363636,1.000000,0.166667,4.000000
14,0.295455,0.000000,0.062121,0.508228,1.000000,3.083333,0.151515,2.103175,0.000000,1.666667,,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.303030,NaN,0.000000,0.411765,1.196117,3.000000,0.090909,2.428571,NaN,1.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.287879,NaN,0.000000,0.368421,0.997302,4.000000,0.090909,2.714286,NaN,1.000000,0.287879,NaN,0.000000,0.368421,0.997302,4.000000,0.090909,2.714286,NaN,1.000000,0.454545,0.000000,0.272727,0.636364,2.554642,2.000000,0.272727,1.571429,0.000000,3.000000,0.424242,0.000000,0.200000,0.538462,2.130017,3.000000,0.272727,1.857143,0.000000,3.000000,0.287879,NaN,0.000000,0.368421,0.997302,4.000000,0.090909,2.714286,NaN,1.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.424242,0.000000,0.200000,0.538462,2.130017,3.000000,0.272727,1.857143,0.000000,3.000000,0.287879,NaN,0.000000,0.368421,0.997302,4.000000,0.090909,2.714286,NaN,1.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000
15,0.202020,0.541667,0.012121,0.745887,1.000000,1.909091,0.151515,1.424242,0.500000,1.666667,,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.318182,0.833333,0.009091,0.800000,2.927002,2.000000,0.272727,1.250000,0.666667,3.000000,0.272727,1.000000,0.000000,0.666667,2.302315,2.000000,0.181818,1.500000,1.000000,2.000000,0.272727,1.000000,0.000000,0.666667,2.302315,2.000000,0.181818,1.500000,1.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.363636,0.416667,0.063636,1.000000,3.255964,1.000000,0.363636,1.000000,0.333333,4.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.227273,NaN,0.000000,0.571429,1.212404,2.000000,0.090909,1.750000,NaN,1.000000
16,0.244949,0.238095,0.036364,0.532837,1.000000,3.181818,0.151515,1.963636,0.238095,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.189394,NaN,0.000000,0.400000,0.000000,4.000000,0.090909,2.500000,NaN,1.000000,0.303030,0.000000,0.072727,0.555556,1.584766,3.000000,0.181818,1.800000,0.000000,2.000000,0.257576,0.000000,0.054545,0.571429,0.000000,3.000000,0.181818,1.750000,0.000000,2.000000,0.234848,NaN,0.000000,0.416667,1.251020,4.000000,0.090909,2.400000,NaN,1.000000,0.272727,0.000000,0.072727,0.666667,0.000000,2.000000,0.181818,1.500000,0.000000,2.000000,0.348485,0.333333,0.072727,0.625000,2.920131,3.000000,0.272727,1.600000,0.333333,3.000000,0.257576,0.000000,0.054545,0.571429,0.000000,3.000000,0.181818,1.750000,0.000000,2.000000,0.363636,0.333333,0.109091,0.714286,3.020228,2.000000,0.272727,1.400000,0.333333,3.000000,0.189394,NaN,0.000000,0.400000,0.000000,4.000000,0.090909,2.500000,NaN,1.000000,0.219697,NaN,0.000000,0.384615,0.678933,4.000000,0.090909,2.600000,NaN,1.000000,0.303030,1.000000,0.000000,0.555556,2.544922,3.000000,0.181818,1.800000,1.000000,2.000000
17,0.258586,0.277778,0.066667,0.605967,1.000000,3.416667,0.151515,2.047619,0.277778,1.666667,,0.245455,NaN,0.000000,0.280000,0.312047,6.000000,0.090909,3.571429,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.371212,0.000000,0.181818,0.466667,1.440608,4.000000,0.181818,2.142857,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.328788,0.000000,0.109091,0.368421,0.739535,5.000000,0.181818,2.714286,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.416667,0.333333,0.181818,0.500000,2.650962,4.000000,0.272727,2.000000,0.333333,3.000000,0.424242,0.333333,0.218182,0.538462,2.674623,3.000000,0.272727,1.857143,0.333333,3.000000,0.343939,0.000000,0.109091,0.388889,1.360869,5.000000,0.181818,2.571429,0.000000,2.000000,0.253030,NaN,0.000000,0.291667,0.574220,6.000000,0.090909,3.428571,NaN,1.000000,0.356061,1.000000,0.000000,0.437500,2.247136,4.000000,0.181818,2.285714,1.000000,2.000000
18,0.268939,0.641667,0.039394,0.543002,1.000000,3.125000,0.151515,1.928571,0.605556,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.545455,0.350000,0.236364,0.777778,2.712360,2.000000,0.454545,1.285714,0.300000,5.000000,0.393939,1.000000,0.000000,0.538462,1.400658,3.000000,0.181818,1.857143,1.000000,2.000000,0.295455,NaN,0.000000,0.388889,0.504282,4.000000,0.090909,2.571429,NaN,1.000000,0.439394,0.333333,0.109091,0.583333,1.742864,3.000000,0.272727,1.714286,0.333333,3.000000,0.439394,0.333333,0.109091,0.583333,1.525916,3.000000,0.272727,1.714286,0.333333,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.439394,0.833333,0.018182,0.583333,1.985426,3.000000,0.272727,1.714286,0.666667,3.000000,0.295455,NaN,0.000000,0.388889,0.575978,4.000000,0.090909,2.571429,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.378788,1.000000,0.000000,0.500000,1.552516,3.000000,0.181818,2.000000,1.000000,2.000000
19,0.181818,0.731481,0.006061,0.826667,1.000000,1.600000,0.151515,1.250000,0.638889,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.318182,0.833333,0.009091,0.800000,2.563374,2.000000,0.272727,1.250000,0.666667,3.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.363636,0.722222,0.036364,1.000000,3.049220,1.000000,0.363636,1.000000,0.500000,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.318182,0.833333,0.009091,0.800000,2.563374,2.000000,0.272727,1.250000,0.666667,3.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.272727,1.000000,0.000000,0.666667,1.912016,2.000000,0.181818,1.500000,1.000000,2.000000,0.272727,1.000000,0.000000,0.666667,1.912016,2.000000,0.181818,1.500000,1.000000,2.000000
