,Network,,,,,,,,,,,rACC,,,,,,,,,,hippocampus,,,,,,,,,,NAcc,,,,,,,,,,amygdala,,,,,,,,,,lDLPFC,,,,,,,,,,lTPJ,,,,,,,,,,rDLPFC,,,,,,,,,,rTPJ,,,,,,,,,,ventral striatum,,,,,,,,,,precuneus,,,,,,,,,,FPC,,,,,,,,,,caudate,,,,,,,,,
20,0.301768,0.472222,0.071212,0.454981,1.000000,3.333333,0.151515,2.305556,0.416667,1.666667,,0.454545,0.833333,0.054545,0.500000,2.280152,3.000000,0.272727,2.000000,0.666667,3.000000,0.356061,1.000000,0.000000,0.363636,1.639725,4.000000,0.181818,2.750000,1.000000,2.000000,0.545455,0.166667,0.381818,0.666667,2.421544,2.000000,0.363636,1.500000,0.166667,4.000000,0.454545,0.833333,0.054545,0.500000,2.280152,3.000000,0.272727,2.000000,0.666667,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.318182,NaN,0.000000,0.363636,0.422259,4.000000,0.090909,2.750000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.469697,0.000000,0.236364,0.533333,1.174361,3.000000,0.272727,1.875000,0.000000,3.000000,0.409091,0.000000,0.127273,0.470588,0.999987,3.000000,0.181818,2.125000,0.000000,2.000000,0.318182,NaN,0.000000,0.363636,0.422259,4.000000,0.090909,2.750000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.295455,NaN,0.000000,0.333333,0.359560,4.000000,0.090909,3.000000,NaN,1.000000
21,0.266414,0.383333,0.048485,0.594710,1.000000,2.800000,0.151515,1.914286,0.333333,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.424242,0.333333,0.109091,0.538462,2.034958,3.000000,0.272727,1.857143,0.333333,3.000000,0.439394,0.833333,0.036364,0.583333,2.378555,3.000000,0.272727,1.714286,0.666667,3.000000,0.287879,NaN,0.000000,0.368421,0.719314,4.000000,0.090909,2.714286,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.287879,NaN,0.000000,0.368421,0.719314,4.000000,0.090909,2.714286,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.424242,0.333333,0.109091,0.538462,2.034958,3.000000,0.272727,1.857143,0.333333,3.000000,0.500000,0.416667,0.218182,0.700000,2.659080,2.000000,0.363636,1.428571,0.333333,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.272727,NaN,0.000000,0.350000,0.379685,4.000000,0.090909,2.857143,NaN,1.000000,0.378788,0.000000,0.109091,0.500000,1.074138,3.000000,0.181818,2.000000,0.000000,2.000000
22,0.222222,0.761905,0.031818,0.623858,1.000000,2.777778,0.151515,1.777778,0.714286,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.378788,0.833333,0.036364,0.545455,2.362959,3.000000,0.272727,1.833333,0.666667,3.000000,0.393939,0.333333,0.145455,0.600000,1.490785,3.000000,0.272727,1.666667,0.333333,3.000000,0.303030,1.000000,0.000000,0.400000,1.744348,4.000000,0.181818,2.500000,1.000000,2.000000,0.310606,1.000000,0.000000,0.428571,0.872174,4.000000,0.181818,2.333333,1.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.310606,1.000000,0.000000,0.428571,0.872174,4.000000,0.181818,2.333333,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.409091,0.333333,0.163636,0.666667,2.294600,2.000000,0.272727,1.500000,0.333333,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.378788,0.833333,0.036364,0.545455,2.362959,3.000000,0.272727,1.833333,0.666667,3.000000
23,0.207071,0.833333,0.015152,0.751323,1.000000,2.000000,0.151515,1.444444,0.785714,1.666667,,0.257576,NaN,0.000000,0.500000,0.983917,3.000000,0.090909,2.000000,NaN,1.000000,0.409091,0.166667,0.127273,0.833333,2.688111,2.000000,0.363636,1.200000,0.166667,4.000000,0.287879,1.000000,0.000000,0.500000,1.967834,3.000000,0.181818,2.000000,1.000000,2.000000,0.257576,NaN,0.000000,0.500000,0.983917,3.000000,0.090909,2.000000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.363636,0.833333,0.027273,0.714286,2.688111,2.000000,0.272727,1.400000,0.666667,3.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.363636,0.833333,0.027273,0.714286,2.688111,2.000000,0.272727,1.400000,0.666667,3.000000
24,0.179293,0.857143,0.007576,0.847143,1.000000,1.700000,0.151515,1.250000,0.809524,1.666667,,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.318182,0.333333,0.054545,0.800000,2.667950,2.000000,0.272727,1.250000,0.333333,3.000000,0.318182,0.833333,0.018182,0.800000,3.018210,2.000000,0.272727,1.250000,0.666667,3.000000,0.212121,NaN,0.000000,0.500000,1.010133,3.000000,0.090909,2.000000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.318182,0.833333,0.018182,0.800000,3.018210,2.000000,0.272727,1.250000,0.666667,3.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.257576,1.000000,0.000000,0.571429,2.285496,3.000000,0.181818,1.750000,1.000000,2.000000
25,0.219697,0.571429,0.019697,0.632063,1.000000,2.500000,0.151515,1.650000,0.571429,1.666667,,0.196970,NaN,0.000000,0.444444,0.000000,3.000000,0.090909,2.250000,NaN,1.000000,0.212121,NaN,0.000000,0.500000,1.394449,3.000000,0.090909,2.000000,NaN,1.000000,0.272727,1.000000,0.000000,0.666667,2.788897,2.000000,0.181818,1.500000,1.000000,2.000000,0.318182,0.333333,0.054545,0.800000,3.211103,2.000000,0.272727,1.250000,0.333333,3.000000,0.318182,0.333333,0.072727,0.800000,0.000000,2.000000,0.272727,1.250000,0.333333,3.000000,0.272727,0.000000,0.054545,0.666667,0.000000,2.000000,0.181818,1.500000,0.000000,2.000000,0.257576,1.000000,0.000000,0.571429,0.000000,3.000000,0.181818,1.750000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.318182,0.333333,0.054545,0.800000,3.211103,2.000000,0.272727,1.250000,0.333333,3.000000,0.257576,1.000000,0.000000,0.571429,0.000000,3.000000,0.181818,1.750000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.212121,NaN,0.000000,0.500000,1.394449,3.000000,0.090909,2.000000,NaN,1.000000
26,0.234848,0.300000,0.022727,0.677264,1.000000,2.250000,0.151515,1.588889,0.300000,1.666667,,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.363636,0.333333,0.072727,0.714286,2.733024,2.000000,0.272727,1.400000,0.333333,3.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.257576,NaN,0.000000,0.500000,1.291290,3.000000,0.090909,2.000000,NaN,1.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.242424,NaN,0.000000,0.454545,1.117442,3.000000,0.090909,2.200000,NaN,1.000000,0.318182,1.000000,0.000000,0.625000,2.408732,2.000000,0.181818,1.600000,1.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.257576,NaN,0.000000,0.500000,1.291290,3.000000,0.090909,2.000000,NaN,1.000000,0.409091,0.166667,0.127273,0.833333,3.158221,2.000000,0.363636,1.200000,0.166667,4.000000
27,0.214646,0.516667,0.016667,0.736849,1.000000,2.000000,0.151515,1.454545,0.466667,1.666667,,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.303030,1.000000,0.000000,0.555556,2.051511,3.000000,0.181818,1.800000,1.000000,2.000000,0.257576,NaN,0.000000,0.500000,1.077895,3.000000,0.090909,2.000000,NaN,1.000000,0.363636,0.833333,0.018182,0.714286,2.681061,2.000000,0.272727,1.400000,0.666667,3.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.409091,0.416667,0.090909,0.833333,2.968215,2.000000,0.363636,1.200000,0.333333,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.242424,NaN,0.000000,0.454545,0.858168,3.000000,0.090909,2.200000,NaN,1.000000,0.363636,0.333333,0.072727,0.714286,2.363151,2.000000,0.272727,1.400000,0.333333,3.000000
28,0.257576,0.000000,0.040909,0.542424,1.000000,3.000000,0.151515,1.939394,0.000000,1.666667,,0.333333,0.000000,0.036364,0.500000,1.957428,3.000000,0.181818,2.000000,0.000000,2.000000,0.409091,0.000000,0.172727,0.666667,2.626165,2.000000,0.272727,1.500000,0.000000,3.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.333333,0.000000,0.036364,0.500000,1.957428,3.000000,0.181818,2.000000,0.000000,2.000000,0.303030,0.000000,0.009091,0.400000,1.750776,4.000000,0.181818,2.500000,0.000000,2.000000,0.393939,0.000000,0.163636,0.600000,1.957428,3.000000,0.272727,1.666667,0.000000,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.265152,NaN,0.000000,0.400000,0.875388,4.000000,0.090909,2.500000,NaN,1.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.265152,NaN,0.000000,0.400000,0.875388,4.000000,0.090909,2.500000,NaN,1.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000
29,0.270202,0.250000,0.045455,0.601660,1.000000,2.800000,0.151515,1.857143,0.250000,1.666667,,0.378788,0.000000,0.036364,0.500000,1.450631,3.000000,0.181818,2.000000,0.000000,2.000000,0.287879,NaN,0.000000,0.368421,0.738044,4.000000,0.090909,2.714286,NaN,1.000000,0.356061,0.000000,0.018182,0.437500,1.201514,4.000000,0.181818,2.285714,0.000000,2.000000,0.424242,0.333333,0.109091,0.538462,1.934016,3.000000,0.272727,1.857143,0.333333,3.000000,0.500000,0.166667,0.236364,0.700000,2.599808,2.000000,0.363636,1.428571,0.166667,4.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.378788,1.000000,0.000000,0.500000,1.730162,3.000000,0.181818,2.000000,1.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.439394,0.000000,0.145455,0.583333,1.697891,3.000000,0.272727,1.714286,0.000000,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.295455,NaN,0.000000,0.388889,0.647936,4.000000,0.090909,2.571429,NaN,1.000000
30,0.202020,0.238095,0.012121,0.736364,1.000000,2.000000,0.151515,1.424242,0.238095,1.666667,,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.318182,0.333333,0.027273,0.800000,2.887166,2.000000,0.272727,1.250000,0.333333,3.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.272727,0.000000,0.009091,0.666667,1.949215,2.000000,0.181818,1.500000,0.000000,2.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.272727,0.000000,0.009091,0.666667,1.949215,2.000000,0.181818,1.500000,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.318182,0.333333,0.027273,0.800000,2.887166,2.000000,0.272727,1.250000,0.333333,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.272727,1.000000,0.000000,0.666667,2.327239,2.000000,0.181818,1.500000,1.000000,2.000000
31,0.290657,0.388889,0.086364,0.406185,1.000000,4.666667,0.151515,2.583333,0.333333,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.469697,0.333333,0.290909,0.533333,2.181259,3.000000,0.272727,1.875000,0.333333,3.000000,0.446970,0.833333,0.090909,0.470588,2.429918,4.000000,0.272727,2.125000,0.666667,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.275758,NaN,0.000000,0.285714,0.171584,6.000000,0.090909,3.500000,NaN,1.000000,0.313636,NaN,0.000000,0.347826,0.407485,5.000000,0.090909,2.875000,NaN,1.000000,0.286364,NaN,0.000000,0.285714,0.746902,6.000000,0.090909,3.500000,NaN,1.000000,0.462121,0.000000,0.309091,0.500000,1.116440,4.000000,0.272727,2.000000,0.000000,3.000000,0.446970,0.833333,0.090909,0.470588,2.429918,4.000000,0.272727,2.125000,0.666667,3.000000,0.374242,0.000000,0.127273,0.380952,0.470111,5.000000,0.181818,2.625000,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.412121,0.333333,0.127273,0.380952,2.046382,5.000000,0.272727,2.625000,0.333333,3.000000
32,0.181818,0.700000,0.006061,0.830476,1.000000,1.600000,0.151515,1.250000,0.700000,1.666667,,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.318182,1.000000,0.000000,0.800000,2.703878,2.000000,0.272727,1.250000,1.000000,3.000000,0.318182,1.000000,0.000000,0.800000,2.703878,2.000000,0.272727,1.250000,1.000000,3.000000,0.318182,1.000000,0.000000,0.800000,2.703878,2.000000,0.272727,1.250000,1.000000,3.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.363636,0.500000,0.054545,1.000000,2.936764,1.000000,0.363636,1.000000,0.500000,4.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.227273,NaN,0.000000,0.571429,0.951601,2.000000,0.090909,1.750000,NaN,1.000000
33,0.181818,0.731481,0.006061,0.826667,1.000000,1.600000,0.151515,1.250000,0.638889,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.272727,1.000000,0.000000,0.666667,1.912016,2.000000,0.181818,1.500000,1.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.318182,0.833333,0.009091,0.800000,2.563374,2.000000,0.272727,1.250000,0.666667,3.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.272727,1.000000,0.000000,0.666667,1.912016,2.000000,0.181818,1.500000,1.000000,2.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.318182,0.833333,0.009091,0.800000,2.563374,2.000000,0.272727,1.250000,0.666667,3.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.363636,0.722222,0.036364,1.000000,3.049220,1.000000,0.363636,1.000000,0.500000,4.000000
34,0.191919,0.666667,0.012121,0.762482,1.000000,1.909091,0.151515,1.409091,0.666667,1.666667,,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.257576,1.000000,0.000000,0.571429,2.847435,3.000000,0.181818,1.750000,1.000000,2.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.257576,1.000000,0.000000,0.571429,2.847435,3.000000,0.181818,1.750000,1.000000,2.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.196970,NaN,0.000000,0.444444,0.885859,3.000000,0.090909,2.250000,NaN,1.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.318182,0.333333,0.072727,0.800000,3.457696,2.000000,0.272727,1.250000,0.333333,3.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.272727,0.000000,0.054545,0.666667,1.961575,2.000000,0.181818,1.500000,0.000000,2.000000
35,0.166667,0.925926,0.003030,0.910000,1.000000,1.300000,0.151515,1.133333,0.925926,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.272727,0.333333,0.036364,1.000000,3.785386,1.000000,0.272727,1.000000,0.333333,3.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.227273,1.000000,0.000000,0.750000,3.235133,2.000000,0.181818,1.333333,1.000000,2.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.181818,NaN,0.000000,0.600000,1.744348,2.000000,0.090909,1.666667,NaN,1.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.227273,1.000000,0.000000,0.750000,3.235133,2.000000,0.181818,1.333333,1.000000,2.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000
36,0.268939,0.700000,0.039394,0.541695,1.000000,3.125000,0.151515,1.928571,0.644444,1.666667,,0.545455,0.200000,0.272727,0.777778,2.560565,2.000000,0.454545,1.285714,0.200000,5.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.439394,0.833333,0.045455,0.583333,1.961063,3.000000,0.272727,1.714286,0.666667,3.000000,0.333333,NaN,0.000000,0.466667,0.859993,3.000000,0.090909,2.142857,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.393939,1.000000,0.000000,0.538462,1.358250,3.000000,0.181818,1.857143,1.000000,2.000000,0.295455,NaN,0.000000,0.388889,0.498256,4.000000,0.090909,2.571429,NaN,1.000000,0.439394,0.333333,0.109091,0.583333,1.483521,3.000000,0.272727,1.714286,0.333333,3.000000,0.340909,1.000000,0.000000,0.411765,1.317288,4.000000,0.181818,2.428571,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.439394,0.833333,0.045455,0.583333,1.961063,3.000000,0.272727,1.714286,0.666667,3.000000
37,0.199495,0.666667,0.013636,0.741270,1.000000,2.000000,0.151515,1.439394,0.666667,1.666667,,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.272727,0.333333,0.036364,1.000000,0.000000,1.000000,0.272727,1.000000,0.333333,3.000000,0.227273,1.000000,0.000000,0.750000,0.000000,2.000000,0.181818,1.333333,1.000000,2.000000,0.181818,NaN,0.000000,0.600000,0.000000,2.000000,0.090909,1.666667,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.196970,NaN,0.000000,0.444444,0.885859,3.000000,0.090909,2.250000,NaN,1.000000,0.227273,1.000000,0.000000,0.750000,0.000000,2.000000,0.181818,1.333333,1.000000,2.000000,0.272727,0.000000,0.054545,0.666667,1.961575,2.000000,0.181818,1.500000,0.000000,2.000000,0.318182,0.333333,0.072727,0.800000,3.457696,2.000000,0.272727,1.250000,0.333333,3.000000,0.257576,1.000000,0.000000,0.571429,2.847435,3.000000,0.181818,1.750000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.257576,1.000000,0.000000,0.571429,2.847435,3.000000,0.181818,1.750000,1.000000,2.000000
