,Network,,,,,,,,,,,rACC,,,,,,,,,,hippocampus,,,,,,,,,,NAcc,,,,,,,,,,amygdala,,,,,,,,,,lDLPFC,,,,,,,,,,lTPJ,,,,,,,,,,rDLPFC,,,,,,,,,,rTPJ,,,,,,,,,,ventral striatum,,,,,,,,,,precuneus,,,,,,,,,,FPC,,,,,,,,,,caudate,,,,,,,,,
10,0.228535,0.541667,0.034848,0.680420,1.000000,2.545455,0.151515,1.696970,0.500000,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.363636,0.000000,0.145455,0.600000,1.326048,2.000000,0.181818,1.666667,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.325758,1.000000,0.000000,0.461538,2.101843,4.000000,0.181818,2.166667,1.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.439394,0.416667,0.172727,0.666667,3.025983,3.000000,0.363636,1.500000,0.333333,4.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.318182,0.000000,0.090909,0.461538,0.566645,3.000000,0.181818,2.166667,0.000000,2.000000,0.371212,0.833333,0.009091,0.500000,2.668488,4.000000,0.272727,2.000000,0.666667,3.000000,0.325758,1.000000,0.000000,0.461538,2.101843,4.000000,0.181818,2.166667,1.000000,2.000000,0.234848,NaN,0.000000,0.333333,0.209150,4.000000,0.090909,3.000000,NaN,1.000000
11,0.174242,0.928571,0.004545,0.871429,1.000000,1.500000,0.151515,1.187500,0.928571,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.318182,1.000000,0.000000,0.800000,2.703878,2.000000,0.272727,1.250000,1.000000,3.000000,0.318182,1.000000,0.000000,0.800000,2.703878,2.000000,0.272727,1.250000,1.000000,3.000000,0.318182,1.000000,0.000000,0.800000,2.703878,2.000000,0.272727,1.250000,1.000000,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.363636,0.500000,0.054545,1.000000,2.936764,1.000000,0.363636,1.000000,0.500000,4.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.227273,NaN,0.000000,0.571429,0.951601,2.000000,0.090909,1.750000,NaN,1.000000
12,0.335859,0.250000,0.119697,0.378507,1.000000,4.800000,0.151515,2.755556,0.250000,1.666667,,0.389394,0.000000,0.145455,0.346154,0.419438,5.000000,0.181818,2.888889,0.000000,2.000000,0.412121,1.000000,0.000000,0.375000,1.949841,5.000000,0.181818,2.666667,1.000000,2.000000,0.537879,0.166667,0.418182,0.500000,2.661189,4.000000,0.363636,2.000000,0.166667,4.000000,0.457576,0.333333,0.145455,0.391304,2.202525,5.000000,0.272727,2.555556,0.333333,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.316667,NaN,0.000000,0.290323,0.882982,6.000000,0.090909,3.444444,NaN,1.000000,0.289394,NaN,0.000000,0.264706,0.168151,6.000000,0.090909,3.777778,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.469697,0.000000,0.363636,0.500000,1.418886,3.000000,0.181818,2.000000,0.000000,2.000000,0.351515,NaN,0.000000,0.346154,1.066859,5.000000,0.090909,2.888889,NaN,1.000000,0.328788,NaN,0.000000,0.321429,0.352027,5.000000,0.090909,3.111111,NaN,1.000000,0.477273,0.000000,0.363636,0.450000,0.878102,4.000000,0.272727,2.222222,0.000000,3.000000
13,0.284848,0.428571,0.092424,0.385801,1.000000,4.777778,0.151515,2.694444,0.380952,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.424242,0.000000,0.290909,0.500000,1.132885,3.000000,0.181818,2.000000,0.000000,2.000000,0.446970,0.333333,0.272727,0.470588,2.405039,4.000000,0.272727,2.125000,0.333333,3.000000,0.446970,0.000000,0.309091,0.470588,0.612142,4.000000,0.272727,2.125000,0.000000,3.000000,0.271212,NaN,0.000000,0.275862,0.100466,6.000000,0.090909,3.625000,NaN,1.000000,0.306061,NaN,0.000000,0.333333,0.229846,5.000000,0.090909,3.000000,NaN,1.000000,0.366667,0.000000,0.127273,0.363636,0.267569,5.000000,0.181818,2.750000,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.412121,0.833333,0.054545,0.380952,2.636193,5.000000,0.272727,2.625000,0.666667,3.000000,0.412121,0.833333,0.054545,0.380952,2.636193,5.000000,0.272727,2.625000,0.666667,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.331818,1.000000,0.000000,0.296296,1.979666,6.000000,0.181818,3.375000,1.000000,2.000000
14,0.217172,0.583333,0.021212,0.610794,1.000000,2.600000,0.151515,1.700000,0.583333,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.318182,0.333333,0.072727,0.800000,3.457696,2.000000,0.272727,1.250000,0.333333,3.000000,0.257576,1.000000,0.000000,0.571429,2.847435,3.000000,0.181818,1.750000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.257576,1.000000,0.000000,0.571429,0.000000,3.000000,0.181818,1.750000,1.000000,2.000000,0.318182,0.333333,0.072727,0.800000,0.000000,2.000000,0.272727,1.250000,0.333333,3.000000,0.257576,1.000000,0.000000,0.571429,0.000000,3.000000,0.181818,1.750000,1.000000,2.000000,0.272727,0.000000,0.054545,0.666667,0.000000,2.000000,0.181818,1.500000,0.000000,2.000000,0.257576,1.000000,0.000000,0.571429,2.847435,3.000000,0.181818,1.750000,1.000000,2.000000,0.196970,NaN,0.000000,0.444444,0.000000,3.000000,0.090909,2.250000,NaN,1.000000,0.272727,0.000000,0.054545,0.666667,1.961575,2.000000,0.181818,1.500000,0.000000,2.000000,0.196970,NaN,0.000000,0.444444,0.885859,3.000000,0.090909,2.250000,NaN,1.000000
15,0.233586,0.516667,0.030303,0.706405,1.000000,2.363636,0.151515,1.606061,0.466667,1.666667,,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.454545,0.416667,0.163636,0.750000,2.854574,2.000000,0.363636,1.333333,0.333333,4.000000,0.393939,0.833333,0.018182,0.600000,2.540507,3.000000,0.272727,1.666667,0.666667,3.000000,0.333333,1.000000,0.000000,0.500000,1.946927,3.000000,0.181818,2.000000,1.000000,2.000000,0.348485,0.000000,0.090909,0.545455,1.184370,3.000000,0.181818,1.833333,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.250000,NaN,0.000000,0.375000,0.427405,4.000000,0.090909,2.666667,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.393939,0.333333,0.090909,0.600000,2.238433,3.000000,0.272727,1.666667,0.333333,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.265152,NaN,0.000000,0.400000,0.807785,4.000000,0.090909,2.500000,NaN,1.000000
16,0.181818,0.892857,0.006061,0.870476,1.000000,1.400000,0.151515,1.200000,0.857143,1.666667,,0.363636,0.416667,0.063636,1.000000,3.255964,1.000000,0.363636,1.000000,0.333333,4.000000,0.227273,NaN,0.000000,0.571429,1.212404,2.000000,0.090909,1.750000,NaN,1.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.272727,1.000000,0.000000,0.666667,2.302315,2.000000,0.181818,1.500000,1.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.318182,0.833333,0.009091,0.800000,2.927002,2.000000,0.272727,1.250000,0.666667,3.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.272727,1.000000,0.000000,0.666667,2.302315,2.000000,0.181818,1.500000,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000
17,0.315566,0.208333,0.151515,0.326694,1.000000,6.100000,0.151515,3.222222,0.208333,1.666667,,0.265260,NaN,0.000000,0.219512,0.155615,8.000000,0.090909,4.555556,NaN,1.000000,0.465152,0.333333,0.327273,0.409091,2.493435,5.000000,0.272727,2.444444,0.333333,3.000000,0.419697,0.000000,0.327273,0.391304,1.355469,5.000000,0.181818,2.555556,0.000000,2.000000,0.269805,NaN,0.000000,0.225000,0.286260,8.000000,0.090909,4.444444,NaN,1.000000,0.356926,0.000000,0.145455,0.281250,0.681092,7.000000,0.181818,3.555556,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.404545,0.000000,0.254545,0.346154,1.334242,6.000000,0.181818,2.888889,0.000000,2.000000,0.469697,0.333333,0.363636,0.428571,2.499717,4.000000,0.272727,2.333333,0.333333,3.000000,0.389394,0.000000,0.254545,0.333333,0.725314,6.000000,0.181818,3.000000,0.000000,2.000000,0.396970,1.000000,0.000000,0.360000,2.098604,5.000000,0.181818,2.777778,1.000000,2.000000,0.349351,0.000000,0.145455,0.272727,0.370252,7.000000,0.181818,3.666667,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000
18,0.260606,0.430556,0.054545,0.567844,1.000000,3.400000,0.151515,2.028571,0.388889,1.666667,,0.356061,1.000000,0.000000,0.437500,1.901282,4.000000,0.181818,2.285714,1.000000,2.000000,0.393939,0.000000,0.181818,0.538462,1.184024,3.000000,0.181818,1.857143,0.000000,2.000000,0.484848,0.416667,0.236364,0.636364,2.794020,3.000000,0.363636,1.571429,0.333333,4.000000,0.340909,0.000000,0.109091,0.411765,0.490563,4.000000,0.181818,2.428571,0.000000,2.000000,0.253030,NaN,0.000000,0.304348,0.176838,5.000000,0.090909,3.285714,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.416667,0.333333,0.109091,0.500000,2.185244,4.000000,0.272727,2.000000,0.333333,3.000000,0.416667,0.833333,0.018182,0.500000,2.480295,4.000000,0.272727,2.000000,0.666667,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.283333,NaN,0.000000,0.350000,0.787735,5.000000,0.090909,2.857143,NaN,1.000000
19,0.222727,0.333333,0.033333,0.648906,1.000000,2.750000,0.151515,1.777778,0.333333,1.666667,,0.207576,NaN,0.000000,0.333333,0.000000,5.000000,0.090909,3.000000,NaN,1.000000,0.181818,NaN,0.000000,0.600000,1.744348,2.000000,0.090909,1.666667,NaN,1.000000,0.280303,0.000000,0.072727,0.454545,0.000000,4.000000,0.181818,2.200000,0.000000,2.000000,0.207576,NaN,0.000000,0.333333,0.000000,5.000000,0.090909,3.000000,NaN,1.000000,0.272727,0.333333,0.036364,1.000000,3.785386,1.000000,0.272727,1.000000,0.333333,3.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.227273,1.000000,0.000000,0.750000,3.235133,2.000000,0.181818,1.333333,1.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.303030,0.000000,0.109091,0.555556,0.000000,3.000000,0.181818,1.800000,0.000000,2.000000,0.227273,1.000000,0.000000,0.750000,3.235133,2.000000,0.181818,1.333333,1.000000,2.000000,0.280303,0.000000,0.072727,0.454545,0.000000,4.000000,0.181818,2.200000,0.000000,2.000000,0.303030,0.000000,0.109091,0.555556,0.000000,3.000000,0.181818,1.800000,0.000000,2.000000
