,Network,,,,,,,,,,,rACC,,,,,,,,,,hippocampus,,,,,,,,,,NAcc,,,,,,,,,,amygdala,,,,,,,,,,lDLPFC,,,,,,,,,,lTPJ,,,,,,,,,,rDLPFC,,,,,,,,,,rTPJ,,,,,,,,,,ventral striatum,,,,,,,,,,precuneus,,,,,,,,,,FPC,,,,,,,,,,caudate,,,,,,,,,
20,0.257576,0.277778,0.040909,0.544284,1.000000,3.000000,0.151515,1.939394,0.277778,1.666667,,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.265152,NaN,0.000000,0.400000,0.759328,4.000000,0.090909,2.500000,NaN,1.000000,0.265152,NaN,0.000000,0.400000,0.759328,4.000000,0.090909,2.500000,NaN,1.000000,0.393939,0.000000,0.163636,0.600000,1.807107,3.000000,0.272727,1.666667,0.000000,3.000000,0.333333,1.000000,0.000000,0.500000,2.247373,3.000000,0.181818,2.000000,1.000000,2.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.409091,0.333333,0.163636,0.666667,2.782040,2.000000,0.272727,1.500000,0.333333,3.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.257576,NaN,0.000000,0.375000,1.078389,4.000000,0.090909,2.666667,NaN,1.000000,0.378788,0.333333,0.090909,0.545455,2.566435,3.000000,0.272727,1.833333,0.333333,3.000000
21,0.166667,0.933333,0.003030,0.918519,1.000000,1.333333,0.151515,1.111111,0.866667,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.318182,1.000000,0.000000,0.800000,2.389245,2.000000,0.272727,1.250000,1.000000,3.000000,0.363636,0.833333,0.018182,1.000000,2.775591,1.000000,0.363636,1.000000,0.666667,4.000000,0.318182,1.000000,0.000000,0.800000,2.389245,2.000000,0.272727,1.250000,1.000000,3.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.363636,0.833333,0.018182,1.000000,2.775591,1.000000,0.363636,1.000000,0.666667,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.272727,1.000000,0.000000,0.666667,1.670330,2.000000,0.181818,1.500000,1.000000,2.000000
22,0.191919,0.666667,0.012121,0.762482,1.000000,1.909091,0.151515,1.409091,0.666667,1.666667,,0.318182,0.333333,0.072727,0.800000,3.457696,2.000000,0.272727,1.250000,0.333333,3.000000,0.196970,NaN,0.000000,0.444444,0.885859,3.000000,0.090909,2.250000,NaN,1.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.272727,0.000000,0.054545,0.666667,1.961575,2.000000,0.181818,1.500000,0.000000,2.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.257576,1.000000,0.000000,0.571429,2.847435,3.000000,0.181818,1.750000,1.000000,2.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.257576,1.000000,0.000000,0.571429,2.847435,3.000000,0.181818,1.750000,1.000000,2.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000
23,0.229798,0.816667,0.019697,0.641846,1.000000,2.428571,0.151515,1.619048,0.816667,1.666667,,0.287879,NaN,0.000000,0.461538,0.678279,3.000000,0.090909,2.166667,NaN,1.000000,0.348485,1.000000,0.000000,0.545455,1.127098,3.000000,0.181818,1.833333,1.000000,2.000000,0.454545,0.500000,0.090909,0.750000,2.254197,2.000000,0.363636,1.333333,0.500000,4.000000,0.348485,1.000000,0.000000,0.545455,1.127098,3.000000,0.181818,1.833333,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.409091,1.000000,0.000000,0.666667,2.097311,2.000000,0.272727,1.500000,1.000000,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.409091,1.000000,0.000000,0.666667,2.097311,2.000000,0.272727,1.500000,1.000000,3.000000,0.500000,0.400000,0.145455,0.857143,2.618705,2.000000,0.454545,1.166667,0.400000,5.000000
24,0.237374,0.736667,0.021212,0.708978,1.000000,2.111111,0.151515,1.518519,0.660000,1.666667,,0.348485,1.000000,0.000000,0.545455,1.562126,3.000000,0.181818,1.833333,1.000000,2.000000,0.287879,NaN,0.000000,0.461538,0.746517,3.000000,0.090909,2.166667,NaN,1.000000,0.454545,0.416667,0.100000,0.750000,2.324018,2.000000,0.363636,1.333333,0.333333,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.363636,1.000000,0.000000,0.600000,1.625364,2.000000,0.181818,1.666667,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.303030,NaN,0.000000,0.500000,0.878847,3.000000,0.090909,2.000000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.500000,0.433333,0.136364,0.857143,2.735979,2.000000,0.454545,1.166667,0.300000,5.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.409091,0.833333,0.018182,0.666667,2.127148,2.000000,0.272727,1.500000,0.666667,3.000000
25,0.224747,0.464286,0.022727,0.611111,1.000000,2.600000,0.151515,1.706667,0.428571,1.666667,,0.303030,1.000000,0.000000,0.555556,2.163190,3.000000,0.181818,1.800000,1.000000,2.000000,0.318182,0.000000,0.072727,0.625000,1.329524,2.000000,0.181818,1.600000,0.000000,2.000000,0.348485,0.833333,0.009091,0.625000,2.746954,3.000000,0.272727,1.600000,0.666667,3.000000,0.227273,NaN,0.000000,0.416667,0.491400,3.000000,0.090909,2.400000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.409091,0.416667,0.118182,0.833333,3.105743,2.000000,0.363636,1.200000,0.333333,4.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.303030,1.000000,0.000000,0.555556,2.163190,3.000000,0.181818,1.800000,1.000000,2.000000
26,0.227273,0.733333,0.021212,0.628912,1.000000,2.571429,0.151515,1.666667,0.680000,1.666667,,0.272727,NaN,0.000000,0.428571,0.466938,3.000000,0.090909,2.333333,NaN,1.000000,0.393939,1.000000,0.000000,0.600000,2.069516,3.000000,0.272727,1.666667,1.000000,3.000000,0.500000,0.500000,0.127273,0.857143,2.602167,2.000000,0.454545,1.166667,0.400000,5.000000,0.393939,1.000000,0.000000,0.600000,2.069516,3.000000,0.272727,1.666667,1.000000,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.454545,0.833333,0.036364,0.750000,2.431100,2.000000,0.363636,1.333333,0.666667,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.303030,NaN,0.000000,0.500000,0.758185,3.000000,0.090909,2.000000,NaN,1.000000,0.409091,0.333333,0.090909,0.666667,1.602578,2.000000,0.272727,1.500000,0.333333,3.000000
27,0.265152,0.516667,0.050000,0.583412,1.000000,2.900000,0.151515,1.942857,0.466667,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.424242,0.833333,0.036364,0.538462,2.427636,3.000000,0.272727,1.857143,0.666667,3.000000,0.287879,NaN,0.000000,0.368421,0.388841,4.000000,0.090909,2.714286,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.287879,NaN,0.000000,0.368421,0.388841,4.000000,0.090909,2.714286,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.424242,0.000000,0.200000,0.538462,1.080943,3.000000,0.272727,1.857143,0.000000,3.000000,0.348485,1.000000,0.000000,0.411765,1.838404,4.000000,0.181818,2.428571,1.000000,2.000000,0.454545,0.333333,0.218182,0.636364,2.227244,2.000000,0.272727,1.571429,0.333333,3.000000,0.303030,NaN,0.000000,0.388889,0.965126,4.000000,0.090909,2.571429,NaN,1.000000,0.469697,0.416667,0.145455,0.583333,2.682966,3.000000,0.363636,1.714286,0.333333,4.000000
28,0.265657,0.333333,0.057576,0.629061,1.000000,3.000000,0.151515,1.904762,0.333333,1.666667,,0.356061,0.000000,0.109091,0.437500,0.911043,4.000000,0.181818,2.285714,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.401515,0.333333,0.109091,0.466667,2.405044,4.000000,0.272727,2.142857,0.333333,3.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.439394,0.000000,0.254545,0.583333,1.798349,3.000000,0.272727,1.714286,0.000000,3.000000,0.295455,NaN,0.000000,0.388889,0.751817,4.000000,0.090909,2.571429,NaN,1.000000,0.356061,1.000000,0.000000,0.437500,2.108626,4.000000,0.181818,2.285714,1.000000,2.000000,0.260606,NaN,0.000000,0.318182,0.380870,5.000000,0.090909,3.142857,NaN,1.000000,0.275758,NaN,0.000000,0.333333,1.005451,5.000000,0.090909,3.000000,NaN,1.000000,0.439394,0.333333,0.218182,0.583333,2.638799,3.000000,0.272727,1.714286,0.333333,3.000000
29,0.247475,0.722222,0.027273,0.694615,1.000000,2.100000,0.151515,1.600000,0.722222,1.666667,,0.287879,NaN,0.000000,0.461538,1.078835,3.000000,0.090909,2.166667,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.287879,NaN,0.000000,0.461538,1.078835,3.000000,0.090909,2.166667,NaN,1.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.287879,NaN,0.000000,0.461538,1.078835,3.000000,0.090909,2.166667,NaN,1.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.363636,1.000000,0.000000,0.600000,2.157671,2.000000,0.181818,1.666667,1.000000,2.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.454545,0.166667,0.163636,0.750000,2.763494,2.000000,0.363636,1.333333,0.166667,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.287879,NaN,0.000000,0.461538,1.078835,3.000000,0.090909,2.166667,NaN,1.000000,0.454545,0.166667,0.163636,0.750000,2.763494,2.000000,0.363636,1.333333,0.166667,4.000000
30,0.224747,0.638889,0.022727,0.608163,1.000000,2.714286,0.151515,1.714286,0.511111,1.666667,,0.393939,0.833333,0.006061,0.600000,2.032701,3.000000,0.272727,1.666667,0.666667,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.393939,0.833333,0.006061,0.600000,2.032701,3.000000,0.272727,1.666667,0.666667,3.000000,0.363636,0.000000,0.090909,0.600000,0.893115,2.000000,0.181818,1.666667,0.000000,2.000000,0.393939,0.833333,0.006061,0.600000,2.032701,3.000000,0.272727,1.666667,0.666667,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.393939,0.833333,0.006061,0.600000,2.032701,3.000000,0.272727,1.666667,0.666667,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.500000,0.500000,0.157576,0.857143,2.708059,2.000000,0.454545,1.166667,0.400000,5.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.257576,NaN,0.000000,0.400000,0.268022,3.000000,0.090909,2.500000,NaN,1.000000
31,0.196970,0.900000,0.009091,0.799107,1.000000,1.625000,0.151515,1.300000,0.900000,1.666667,,0.363636,1.000000,0.000000,0.714286,2.231499,2.000000,0.272727,1.400000,1.000000,3.000000,0.363636,1.000000,0.000000,0.714286,2.231499,2.000000,0.272727,1.400000,1.000000,3.000000,0.318182,1.000000,0.000000,0.625000,1.244897,2.000000,0.181818,1.600000,1.000000,2.000000,0.363636,1.000000,0.000000,0.714286,2.231499,2.000000,0.272727,1.400000,1.000000,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.454545,0.400000,0.109091,1.000000,2.815710,1.000000,0.454545,1.000000,0.400000,5.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.318182,1.000000,0.000000,0.625000,1.244897,2.000000,0.181818,1.600000,1.000000,2.000000
32,0.204545,0.583333,0.016667,0.675926,1.000000,2.333333,0.151515,1.555556,0.583333,1.666667,,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.348485,1.000000,0.000000,0.625000,2.597671,3.000000,0.272727,1.600000,1.000000,3.000000,0.348485,1.000000,0.000000,0.625000,2.597671,3.000000,0.272727,1.600000,1.000000,3.000000,0.409091,0.500000,0.109091,0.833333,2.848365,2.000000,0.363636,1.200000,0.500000,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.318182,0.000000,0.072727,0.625000,1.026970,2.000000,0.181818,1.600000,0.000000,2.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.348485,1.000000,0.000000,0.625000,2.597671,3.000000,0.272727,1.600000,1.000000,3.000000,0.227273,NaN,0.000000,0.416667,0.331654,3.000000,0.090909,2.400000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000
33,0.212121,0.740476,0.012121,0.727513,1.000000,1.777778,0.151515,1.422222,0.709524,1.666667,,0.363636,0.833333,0.009091,0.714286,2.249054,2.000000,0.272727,1.400000,0.666667,3.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.318182,1.000000,0.000000,0.625000,1.794462,2.000000,0.181818,1.600000,1.000000,2.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.318182,1.000000,0.000000,0.625000,1.794462,2.000000,0.181818,1.600000,1.000000,2.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.454545,0.350000,0.118182,1.000000,3.039966,1.000000,0.454545,1.000000,0.300000,5.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.318182,1.000000,0.000000,0.625000,1.561028,2.000000,0.181818,1.600000,1.000000,2.000000,0.318182,1.000000,0.000000,0.625000,1.561028,2.000000,0.181818,1.600000,1.000000,2.000000
34,0.279545,0.000000,0.054545,0.547952,1.000000,3.272727,0.151515,2.000000,0.000000,1.666667,,0.283333,NaN,0.000000,0.350000,0.890411,5.000000,0.090909,2.857143,NaN,1.000000,0.393939,0.000000,0.109091,0.538462,1.855861,3.000000,0.181818,1.857143,0.000000,2.000000,0.439394,0.000000,0.200000,0.583333,2.147646,3.000000,0.272727,1.714286,0.000000,3.000000,0.416667,0.000000,0.127273,0.500000,1.980722,4.000000,0.272727,2.000000,0.000000,3.000000,0.260606,NaN,0.000000,0.318182,0.543927,5.000000,0.090909,3.142857,NaN,1.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.356061,0.000000,0.109091,0.437500,1.209966,4.000000,0.181818,2.285714,0.000000,2.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.378788,0.000000,0.054545,0.500000,1.711617,3.000000,0.181818,2.000000,0.000000,2.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.371212,0.000000,0.036364,0.466667,1.659849,4.000000,0.181818,2.142857,0.000000,2.000000
35,0.255556,0.000000,0.043939,0.530793,1.000000,3.363636,0.151515,2.000000,0.000000,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.393939,0.000000,0.154545,0.600000,2.467487,3.000000,0.272727,1.666667,0.000000,3.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.348485,0.000000,0.054545,0.545455,2.115870,3.000000,0.181818,1.833333,0.000000,2.000000,0.325758,0.000000,0.090909,0.461538,1.354207,4.000000,0.181818,2.166667,0.000000,2.000000,0.253030,NaN,0.000000,0.352941,1.025905,5.000000,0.090909,2.833333,NaN,1.000000,0.237879,NaN,0.000000,0.333333,0.598195,5.000000,0.090909,3.000000,NaN,1.000000,0.371212,0.000000,0.100000,0.500000,2.322465,4.000000,0.272727,2.000000,0.000000,3.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000,0.348485,0.000000,0.054545,0.545455,2.115870,3.000000,0.181818,1.833333,0.000000,2.000000,0.166667,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.227273,0.000000,0.036364,0.750000,0.000000,2.000000,0.181818,1.333333,0.000000,2.000000
36,0.260606,0.555556,0.054545,0.564167,1.000000,3.400000,0.151515,2.028571,0.555556,1.666667,,0.401515,0.333333,0.109091,0.466667,1.703048,4.000000,0.272727,2.142857,0.333333,3.000000,0.356061,1.000000,0.000000,0.437500,1.511460,4.000000,0.181818,2.285714,1.000000,2.000000,0.439394,0.333333,0.218182,0.583333,2.110509,3.000000,0.272727,1.714286,0.333333,3.000000,0.401515,0.333333,0.109091,0.466667,1.703048,4.000000,0.272727,2.142857,0.333333,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.275758,NaN,0.000000,0.333333,0.674983,5.000000,0.090909,3.000000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.439394,0.333333,0.218182,0.583333,2.110509,3.000000,0.272727,1.714286,0.333333,3.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.275758,NaN,0.000000,0.333333,0.674983,5.000000,0.090909,3.000000,NaN,1.000000,0.356061,1.000000,0.000000,0.437500,1.511460,4.000000,0.181818,2.285714,1.000000,2.000000
37,0.275253,0.388889,0.057576,0.536683,1.000000,3.000000,0.151515,2.051948,0.388889,1.666667,,0.303030,NaN,0.000000,0.388889,0.788897,4.000000,0.090909,2.571429,NaN,1.000000,0.303030,NaN,0.000000,0.388889,0.788897,4.000000,0.090909,2.571429,NaN,1.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.469697,0.000000,0.272727,0.583333,1.816654,3.000000,0.363636,1.714286,0.000000,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.325758,1.000000,0.000000,0.368421,1.816654,4.000000,0.181818,2.714286,1.000000,2.000000,0.303030,NaN,0.000000,0.388889,0.788897,4.000000,0.090909,2.571429,NaN,1.000000,0.409091,0.333333,0.181818,0.500000,2.366692,3.000000,0.272727,2.000000,0.333333,3.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.325758,1.000000,0.000000,0.368421,1.816654,4.000000,0.181818,2.714286,1.000000,2.000000,0.409091,0.000000,0.218182,0.583333,1.816654,2.000000,0.181818,1.714286,0.000000,2.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000
