,Network,,,,,,,,,,,rACC,,,,,,,,,,hippocampus,,,,,,,,,,NAcc,,,,,,,,,,amygdala,,,,,,,,,,lDLPFC,,,,,,,,,,lTPJ,,,,,,,,,,rDLPFC,,,,,,,,,,rTPJ,,,,,,,,,,ventral striatum,,,,,,,,,,precuneus,,,,,,,,,,FPC,,,,,,,,,,caudate,,,,,,,,,
10,0.219697,0.500000,0.019697,0.638254,1.000000,2.500000,0.151515,1.650000,0.444444,1.666667,,0.272727,0.000000,0.054545,0.666667,0.000000,2.000000,0.181818,1.500000,0.000000,2.000000,0.212121,NaN,0.000000,0.500000,1.010133,3.000000,0.090909,2.000000,NaN,1.000000,0.212121,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000,0.318182,0.333333,0.054545,0.800000,2.667950,2.000000,0.272727,1.250000,0.333333,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.318182,0.833333,0.018182,0.800000,3.018210,2.000000,0.272727,1.250000,0.666667,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.318182,0.833333,0.018182,0.800000,3.018210,2.000000,0.272727,1.250000,0.666667,3.000000,0.318182,0.000000,0.090909,0.800000,0.000000,2.000000,0.272727,1.250000,0.000000,3.000000,0.257576,1.000000,0.000000,0.571429,2.285496,3.000000,0.181818,1.750000,1.000000,2.000000,0.196970,NaN,0.000000,0.444444,0.000000,3.000000,0.090909,2.250000,NaN,1.000000,0.212121,NaN,0.000000,0.500000,0.000000,3.000000,0.090909,2.000000,NaN,1.000000
11,0.231061,0.661111,0.025758,0.673040,1.000000,2.555556,0.151515,1.629630,0.566667,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.439394,0.416667,0.100000,0.666667,2.378316,3.000000,0.363636,1.500000,0.333333,4.000000,0.409091,0.833333,0.036364,0.666667,2.220441,2.000000,0.272727,1.500000,0.666667,3.000000,0.280303,NaN,0.000000,0.428571,0.778867,4.000000,0.090909,2.333333,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.348485,1.000000,0.000000,0.545455,1.638397,3.000000,0.181818,1.833333,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.393939,0.333333,0.090909,0.600000,1.777307,3.000000,0.272727,1.666667,0.333333,3.000000,0.454545,0.722222,0.081818,0.750000,2.624628,2.000000,0.363636,1.333333,0.500000,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.265152,NaN,0.000000,0.400000,0.582044,4.000000,0.090909,2.500000,NaN,1.000000
12,0.229798,0.816667,0.019697,0.641846,1.000000,2.428571,0.151515,1.619048,0.816667,1.666667,,0.409091,1.000000,0.000000,0.666667,2.097311,2.000000,0.272727,1.500000,1.000000,3.000000,0.500000,0.400000,0.145455,0.857143,2.618705,2.000000,0.454545,1.166667,0.400000,5.000000,0.409091,1.000000,0.000000,0.666667,2.097311,2.000000,0.272727,1.500000,1.000000,3.000000,0.348485,1.000000,0.000000,0.545455,1.127098,3.000000,0.181818,1.833333,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.348485,1.000000,0.000000,0.545455,1.127098,3.000000,0.181818,1.833333,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.454545,0.500000,0.090909,0.750000,2.254197,2.000000,0.363636,1.333333,0.500000,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.287879,NaN,0.000000,0.461538,0.678279,3.000000,0.090909,2.166667,NaN,1.000000
13,0.319986,0.142857,0.145455,0.333947,1.000000,5.700000,0.151515,3.133333,0.142857,1.666667,,0.311472,NaN,0.000000,0.272727,0.998893,7.000000,0.090909,3.666667,NaN,1.000000,0.346970,0.000000,0.145455,0.272727,0.170453,6.000000,0.181818,3.666667,0.000000,2.000000,0.480303,0.333333,0.363636,0.428571,2.534887,5.000000,0.272727,2.333333,0.333333,3.000000,0.263853,NaN,0.000000,0.219512,0.069681,7.000000,0.090909,4.555556,NaN,1.000000,0.409091,0.000000,0.327273,0.391304,0.679069,4.000000,0.181818,2.555556,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.431818,0.000000,0.363636,0.428571,1.313856,4.000000,0.181818,2.333333,0.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.450000,0.333333,0.145455,0.360000,2.443493,6.000000,0.272727,2.777778,0.333333,3.000000,0.384848,0.000000,0.254545,0.333333,0.347282,5.000000,0.181818,3.000000,0.000000,2.000000,0.311472,NaN,0.000000,0.272727,0.998893,7.000000,0.090909,3.666667,NaN,1.000000,0.450000,0.333333,0.145455,0.360000,2.443493,6.000000,0.272727,2.777778,0.333333,3.000000
14,0.191919,0.666667,0.012121,0.762482,1.000000,1.909091,0.151515,1.409091,0.666667,1.666667,,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.272727,0.000000,0.054545,0.666667,1.961575,2.000000,0.181818,1.500000,0.000000,2.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.196970,NaN,0.000000,0.444444,0.885859,3.000000,0.090909,2.250000,NaN,1.000000,0.181818,0.000000,0.018182,1.000000,0.000000,1.000000,0.181818,1.000000,0.000000,2.000000,0.257576,1.000000,0.000000,0.571429,2.847435,3.000000,0.181818,1.750000,1.000000,2.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.318182,0.333333,0.072727,0.800000,3.457696,2.000000,0.272727,1.250000,0.333333,3.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000,0.257576,1.000000,0.000000,0.571429,2.847435,3.000000,0.181818,1.750000,1.000000,2.000000,0.136364,NaN,0.000000,0.666667,0.000000,2.000000,0.090909,1.500000,NaN,1.000000,0.181818,1.000000,0.000000,1.000000,0.000000,1.000000,0.181818,1.000000,1.000000,2.000000
15,0.265152,0.592593,0.042424,0.525145,1.000000,3.250000,0.151515,2.000000,0.527778,1.666667,,0.272727,NaN,0.000000,0.350000,0.269108,4.000000,0.090909,2.857143,NaN,1.000000,0.371212,1.000000,0.000000,0.466667,1.539460,4.000000,0.181818,2.142857,1.000000,2.000000,0.310606,NaN,0.000000,0.411765,0.737781,4.000000,0.090909,2.428571,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.378788,1.000000,0.000000,0.500000,1.547606,3.000000,0.181818,2.000000,1.000000,2.000000,0.500000,0.416667,0.200000,0.700000,2.308610,2.000000,0.363636,1.428571,0.333333,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.378788,0.000000,0.109091,0.500000,0.832878,3.000000,0.181818,2.000000,0.000000,2.000000,0.484848,0.416667,0.136364,0.636364,2.283398,3.000000,0.363636,1.571429,0.333333,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.484848,0.722222,0.063636,0.636364,2.481159,3.000000,0.363636,1.571429,0.500000,4.000000
16,0.261364,0.550926,0.045455,0.507294,1.000000,3.375000,0.151515,2.071429,0.472222,1.666667,,0.265152,NaN,0.000000,0.333333,0.217275,4.000000,0.090909,3.000000,NaN,1.000000,0.356061,1.000000,0.000000,0.437500,1.516791,4.000000,0.181818,2.285714,1.000000,2.000000,0.484848,0.722222,0.100000,0.636364,2.546635,3.000000,0.363636,1.571429,0.500000,4.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.310606,NaN,0.000000,0.411765,0.771668,4.000000,0.090909,2.428571,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.484848,0.416667,0.136364,0.636364,2.363219,3.000000,0.363636,1.571429,0.333333,4.000000,0.454545,0.333333,0.181818,0.636364,1.820502,2.000000,0.272727,1.571429,0.333333,3.000000,0.416667,0.833333,0.018182,0.500000,2.098509,4.000000,0.272727,2.000000,0.666667,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.363636,0.000000,0.109091,0.466667,0.665401,3.000000,0.181818,2.142857,0.000000,2.000000
17,0.270202,0.483333,0.045455,0.605646,1.000000,2.800000,0.151515,1.857143,0.433333,1.666667,,0.500000,0.166667,0.254545,0.700000,2.350382,2.000000,0.363636,1.428571,0.166667,4.000000,0.356061,1.000000,0.000000,0.437500,1.728178,4.000000,0.181818,2.285714,1.000000,2.000000,0.439394,0.833333,0.036364,0.583333,2.339630,3.000000,0.272727,1.714286,0.666667,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.272727,NaN,0.000000,0.350000,0.331602,4.000000,0.090909,2.857143,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.484848,0.416667,0.145455,0.636364,2.575197,3.000000,0.363636,1.571429,0.333333,4.000000,0.378788,0.000000,0.109091,0.500000,0.943053,3.000000,0.181818,2.000000,0.000000,2.000000,0.318182,NaN,0.000000,0.437500,0.826454,3.000000,0.090909,2.285714,NaN,1.000000,0.310606,NaN,0.000000,0.411765,0.905505,4.000000,0.090909,2.428571,NaN,1.000000
18,0.237374,0.794444,0.021212,0.706621,1.000000,2.111111,0.151515,1.518519,0.772222,1.666667,,0.287879,NaN,0.000000,0.461538,0.760815,3.000000,0.090909,2.166667,NaN,1.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.500000,0.350000,0.154545,0.857143,2.796816,2.000000,0.454545,1.166667,0.300000,5.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.363636,1.000000,0.000000,0.600000,1.687353,2.000000,0.181818,1.666667,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.454545,0.416667,0.100000,0.750000,2.296568,2.000000,0.363636,1.333333,0.333333,4.000000,0.348485,1.000000,0.000000,0.545455,1.385547,3.000000,0.181818,1.833333,1.000000,2.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.363636,1.000000,0.000000,0.600000,1.687353,2.000000,0.181818,1.666667,1.000000,2.000000,0.348485,1.000000,0.000000,0.545455,1.385547,3.000000,0.181818,1.833333,1.000000,2.000000
19,0.303283,0.000000,0.081818,0.523158,1.000000,3.636364,0.151515,2.227273,0.000000,1.666667,,0.266667,NaN,0.000000,0.275862,0.317353,5.000000,0.090909,3.625000,NaN,1.000000,0.401515,0.000000,0.072727,0.444444,1.589911,4.000000,0.181818,2.250000,0.000000,2.000000,0.484848,0.000000,0.309091,0.571429,2.194750,3.000000,0.272727,1.750000,0.000000,3.000000,0.313636,NaN,0.000000,0.347826,0.914999,5.000000,0.090909,2.875000,NaN,1.000000,0.356061,0.000000,0.127273,0.363636,0.714649,4.000000,0.181818,2.750000,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.409091,0.000000,0.218182,0.470588,1.291971,3.000000,0.181818,2.125000,0.000000,2.000000,0.090909,NaN,0.000000,1.000000,0.000000,1.000000,0.090909,1.000000,NaN,1.000000,0.462121,0.000000,0.200000,0.500000,2.060493,4.000000,0.272727,2.000000,0.000000,3.000000,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,NaN,0.000000,0.374242,0.000000,0.018182,0.380952,1.385582,5.000000,0.181818,2.625000,0.000000,2.000000,0.389394,0.000000,0.036364,0.400000,1.530292,5.000000,0.181818,2.500000,0.000000,2.000000
