,0,1
0,-0.151909836666667,-0.08750334141112588
1,0.0264730417916667,-0.10041570572968835
2,0.219115809666667,0.11711283083210966
3,-0.106447809166667,-0.08935288387623858
4,-0.154765122583333,-0.07558031299297413
5,-0.237928564625,-0.16235260953530464
6,-0.0407431202916666,-0.03871373539463263
7,0.0633944186666666,0.0013857696743195952
8,-0.0022491193333333,-0.07001715217625985
9,-0.0793496654166667,0.13457351122882472
10,0.112191953791667,0.027633722329390348
11,-0.0121201279166667,-0.05200810718968321
12,-0.05608382375,-0.03509971466636545
13,-0.0535043162083333,-0.08227315140225393
14,-0.145844802416667,-0.05456655988073729
15,-0.0544426284583334,-0.023732654330597527
16,0.0070896274583333,-0.1502285803009133
17,-0.0274081347083333,-0.08026623003377878
18,0.0471447358333333,-0.07976194558837581
19,-0.0751484175,-0.0579988243122904
20,-0.06307732275,0.04693410170911365
21,-0.141251012333333,-0.152553556897548
22,0.152989293958333,-0.018485931878107528
23,0.21996001175,-0.03827002187826928
24,-0.0672791635,-0.06383422019934322
25,0.0181720302083333,-0.03165101825085821
26,0.102547793625,0.05038770759721192
27,-0.09684888075,-0.07715992705663385
28,-0.319768139916667,-0.12124632748760156
29,-0.0919303685416667,-0.07501567692980339
30,-0.085418428625,0.01758324349375119
31,-0.0509599245,0.053523686181237526
32,-0.151476194583333,-0.09174400288376897
33,-0.117805521958333,0.041174534338977664
34,-0.0102858092916667,-0.07211642109846467
35,0.0638321287916667,-0.046093774330060594
36,-0.0104462312083333,-0.10052279891769203
